english	translation	category	sub_category	source
K1ng Glizz:	国王格利兹：	manual	ai_cache	ai_cache_20260618
U canadian?	你是加拿大人吗？	manual	ai_cache	ai_cache_20260618
You can do so by using the world switcher in the logout menu.	你可以通过登出菜单中的世界切换器来实现。	manual	ai_cache	ai_cache_20260618
Did you know? By default, the smallest max hitsplat shown is 10, but there is a setting to change that in the Settings menu.	你知道吗？默认情况下，显示的最小最大伤害数字是10，但你可以在设置菜单中更改这个数值。	manual	ai_cache	ai_cache_20260618
Turbo s54:	涡轮 s54：	manual	ai_cache	ai_cache_20260618
Na from the us	我们不从那里拿	manual	ai_cache	ai_cache_20260618
Dont ever use my word again	永远别再用我的名字了	manual	ai_cache	ai_cache_20260618
Lolol	咯咯咯	manual	ai_cache	ai_cache_20260618
Aus Dollar:	阿乌斯·多拉：	manual	ai_cache	ai_cache_20260618
What are you guys doing	你们在干什么？	manual	ai_cache	ai_cache_20260618
My girl from  montreal	我从蒙特利尔来的女孩	manual	ai_cache	ai_cache_20260618
Nice ur pretty much canadian then	嗯，那你基本上就是加拿大人了。	manual	ai_cache	ai_cache_20260618
Am i being glizzed	我在被涮吗？	manual	ai_cache	ai_cache_20260618
My spell?	我的法术？	manual	ai_cache	ai_cache_20260618
Requires: Level 70 Strength	需要：力量等级70	manual	ai_cache	ai_cache_20260618
Requires: Level 75 Strength	需要：力量等级75级	manual	ai_cache	ai_cache_20260618
Requires: Level 75 Defence	需要：75级防御	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Ranged, level 80 Magic	需要：80级远程、80级魔法	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Strength	需要：力量等级80	manual	ai_cache	ai_cache_20260618
Requires: Level 90 Strength	需要：力量等级90	manual	ai_cache	ai_cache_20260618
Why do u want to know?	你为什么要知道？	manual	ai_cache	ai_cache_20260618
Members: Xerician armour	会员：泽里克西亚盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 20 Magic	需要：20级魔法	manual	ai_cache	ai_cache_20260618
Members: Mystic robes	会员：神秘长袍	manual	ai_cache	ai_cache_20260618
Members: Enchanted robes	会员：附魔长袍	manual	ai_cache	ai_cache_20260618
Members: Robes of darkness	会员：黑暗长袍	manual	ai_cache	ai_cache_20260618
Members: Initiate armour	会员：入教者盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 10 Prayer, Recruitment Drive	需要：祈祷等级10，招募行动	manual	ai_cache	ai_cache_20260618
Studded leather body	铆钉皮甲	manual	ai_cache	ai_cache_20260618
Requires: Level 20 Ranged	需要：20级远程	manual	ai_cache	ai_cache_20260618
Members: Infinity robes	会员：无限长袍	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Magic	需要：50级魔法	manual	ai_cache	ai_cache_20260618
Members: Frog-leather	会员：蛙皮	manual	ai_cache	ai_cache_20260618
Requires: Level 25 Ranged	需要：25级远程	manual	ai_cache	ai_cache_20260618
Members: 3rd Age robes	会员：第三纪元长袍	manual	ai_cache	ai_cache_20260618
Requires: Level 65 Magic	需要：65级魔法	manual	ai_cache	ai_cache_20260618
Members: Proselyte armour	会员：皈依者盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 20 Prayer, The Slug Menace	需要：20级祈祷、蛞蝓的威胁	manual	ai_cache	ai_cache_20260618
Members: Snakeskin armour	会员：蛇皮盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 30 Ranged	需要：30级远程	manual	ai_cache	ai_cache_20260618
Members: Masori armour	会员：马索里盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Ranged	需要：80级远程	manual	ai_cache	ai_cache_20260618
Members: Inquisitor's armour	会员：审判官盔甲	manual	ai_cache	ai_cache_20260618
Members: Rock-shell armour	会员：岩壳盔甲	manual	ai_cache	ai_cache_20260618
Requires: The Fremennik Trials	需要：费明尼克试炼	manual	ai_cache	ai_cache_20260618
Members: Splitbark armour	会员：裂皮盔甲	manual	ai_cache	ai_cache_20260618
Members: Skeletal armour	会员：骷髅盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 40 Magic, The Fremennik Trials	需要：40级魔法、费明尼克试炼	manual	ai_cache	ai_cache_20260618
Members: Lunar armour	会员：月之盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 65 Magic, Lunar Diplomacy	需要：65级魔法，月之外交	manual	ai_cache	ai_cache_20260618
Members: Dagon'hai robes	会员：达贡海长袍	manual	ai_cache	ai_cache_20260618
Members: Sunfire Fanatic armour	会员：阳火狂热者盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Prayer	需要：祈祷等级60	manual	ai_cache	ai_cache_20260618
Members: Spined armour	会员：刺皮盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 40 Ranged, The Fremennik Trials	需要：40级远程、费明尼克试炼	manual	ai_cache	ai_cache_20260618
Green dragonhide body	绿龙皮甲	manual	ai_cache	ai_cache_20260618
Requires: Level 40 Ranged, Dragon Slayer I	需要：40级远程、屠龙者 I	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Ranged	需要：50级远程	manual	ai_cache	ai_cache_20260618
Requires: Level 60 Ranged	需要：60级远程	manual	ai_cache	ai_cache_20260618
Requires: Level 70 Ranged	需要：70级远程	manual	ai_cache	ai_cache_20260618
Members: God dragonhide armour	会员：神系龙皮盔甲	manual	ai_cache	ai_cache_20260618
Members: Void Knight equipment	会员：虚空骑士装备	manual	ai_cache	ai_cache_20260618
Requires: Level 22 Prayer, level 42 Ranged, level 42 Magic, level 42 Strength, level 42 Attack, level 42 Hitpoints	需要：祈祷等级22，远程等级42，魔法等级42，力量等级42，攻击等级42，生命值等级42	manual	ai_cache	ai_cache_20260618
Members: Fremennik helmets	会员：费明尼克头盔	manual	ai_cache	ai_cache_20260618
Members: 3rd Age range armour	会员：第三纪元射手盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 65 Ranged	需要：65级远程	manual	ai_cache	ai_cache_20260618
Members: Zaryte vambraces	会员：扎里特护臂	manual	ai_cache	ai_cache_20260618
Members: Swampbark armour	会员：沼泽树皮盔甲	manual	ai_cache	ai_cache_20260618
Members: Frostmoon robes	会员：霜月长袍	manual	ai_cache	ai_cache_20260618
Members: Mixed hide top, cape, and boots	会员：混装皮甲、斗篷和靴子	manual	ai_cache	ai_cache_20260618
Members: Eclipse set	会员：月蚀套装	manual	ai_cache	ai_cache_20260618
Requires: Level 75 Ranged	需要：75级远程	manual	ai_cache	ai_cache_20260618
Members: Granite armour	会员：花岗岩盔甲	manual	ai_cache	ai_cache_20260618
Members: Zombie helmet	会员：僵尸头盔	manual	ai_cache	ai_cache_20260618
Members: Bloodrager set	会员：血怒套装	manual	ai_cache	ai_cache_20260618
Members: Helm of Neitiznot	会员：奈提兹诺头盔	manual	ai_cache	ai_cache_20260618
Requires: The Fremennik Isles	需要：费明尼克群岛	manual	ai_cache	ai_cache_20260618
Members: Bloodbark armour	会员：血裂皮盔甲	manual	ai_cache	ai_cache_20260618
Members: 3rd Age fighter armour	会员：第三纪元战士盔甲	manual	ai_cache	ai_cache_20260618
Members: Ancestral robes	会员：先祖长袍	manual	ai_cache	ai_cache_20260618
Members: Crystal armour	会员：水晶盔甲	manual	ai_cache	ai_cache_20260618
Requires: Level 50 Agility, Song of the Elves	需要：50级敏捷、精灵之歌	manual	ai_cache	ai_cache_20260618
Members: Neitiznot faceguard	会员：奈提兹诺面罩	manual	ai_cache	ai_cache_20260618
Requires: The Fremennik Exiles	需要：费明尼克流亡者	manual	ai_cache	ai_cache_20260618
Members: Ahrim's robes	会员：阿赫姆长袍	manual	ai_cache	ai_cache_20260618
Members: Boots of Brimstone	会员：硫磺靴	manual	ai_cache	ai_cache_20260618
Members: Armadyl armour	会员：阿玛杜尔盔甲	manual	ai_cache	ai_cache_20260618
Members: Karil's leather armour	会员：卡里尔的皮革盔甲	manual	ai_cache	ai_cache_20260618
Members: Eternal boots	会员：永恒靴	manual	ai_cache	ai_cache_20260618
Members: Virtus robes	会员：维图斯长袍	manual	ai_cache	ai_cache_20260618
Requires: Level 78 Magic	需要：78级魔法	manual	ai_cache	ai_cache_20260618
Members: Pegasian boots	会员：天马靴	manual	ai_cache	ai_cache_20260618
Members: Primordial boots	会员：原始靴	manual	ai_cache	ai_cache_20260618
Members: Ferocious Gloves	会员：狂暴手套	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Attack	需要：80级攻击	manual	ai_cache	ai_cache_20260618
Members: Fortified Masori armour	会员：强化马索里盔甲	manual	ai_cache	ai_cache_20260618
Members: Avernic treads	会员：阿弗尼克战靴	manual	ai_cache	ai_cache_20260618
Requires: Level 80 Ranged, level 80 Strength, level 80 Magic	需要：80级远程、80级力量、80级魔法	manual	ai_cache	ai_cache_20260618
Members: Skillcape	会员：技能斗篷	manual	ai_cache	ai_cache_20260618
See the Melee Combat Tutor in Lumbridge	前往仑桥镇拜访近战导师	manual	ai_cache	ai_cache_20260618
Rc is fun	Rc 很有趣	manual	ai_cache	ai_cache_20260618
Fuor	福尔	manual	ai_cache	ai_cache_20260618
Because	因为	manual	ai_cache	ai_cache_20260618
Gardians is lit	加迪安之光已亮起	manual	ai_cache	ai_cache_20260618
PhileMeAnus:	菲勒梅努斯：	manual	ai_cache	ai_cache_20260618
Idk but that just ******* mean	我不知道，但这他妈只是意味着……	manual	ai_cache	ai_cache_20260618
Agility is such ******* ass	敏捷真是个*******蠢货	manual	ai_cache	ai_cache_20260618
Im almost 66	我快66了	manual	ai_cache	ai_cache_20260618
Gotr sux	戈特 sucks	manual	ai_cache	ai_cache_20260618
Yeah still the same lol	是啊，还是老样子 lol	manual	ai_cache	ai_cache_20260618
How do i make money	我怎么赚钱	manual	ai_cache	ai_cache_20260618
In this game	在这个游戏中	manual	ai_cache	ai_cache_20260618
Lvl 124	等级124	manual	ai_cache	ai_cache_20260618
How do you not know	你怎么不知道	manual	ai_cache	ai_cache_20260618
Fuor lol whats ya rc level fam	Fuor lol 你是什么 rc 级别 fam	manual	ai_cache	ai_cache_20260618
Returning from ages ago	从遥远的过去归来	manual	ai_cache	ai_cache_20260618
Join agility fc for agility	加入敏捷战队以提升敏捷等级	manual	ai_cache	ai_cache_20260618
messages in	消息	manual	ai_cache	ai_cache_20260618
your inbox.	你的收件箱。	manual	ai_cache	ai_cache_20260618
Please finish what you're doing before using the World Switcher.	请在使用世界切换器前完成当前操作。	manual	ai_cache	ai_cache_20260618
Ty!	泰！	manual	ai_cache	ai_cache_20260618
Awww i needed that im poor	哎呀，我需要那个，我很穷。	manual	ai_cache	ai_cache_20260618
No spam no pay	不发垃圾信息才给钱	manual	ai_cache	ai_cache_20260618
Thasnk you	谢谢	manual	ai_cache	ai_cache_20260618
Giving away random stuff	随机赠送物品	manual	ai_cache	ai_cache_20260618
<lt>3	< lt > 3	manual	ai_cache	ai_cache_20260618
Np	不客气	manual	ai_cache	ai_cache_20260618
Say less lemme spam	少说点让我狂刷	manual	ai_cache	ai_cache_20260618
Yo yo yo	哟哟哟	manual	ai_cache	ai_cache_20260618
How random	真随机	manual	ai_cache	ai_cache_20260618
Ty	泰	manual	ai_cache	ai_cache_20260618
W stream W party @@@ Joyerino @@@ kick :3	W 流水 W 派对 @@@ 乔耶里诺 @@@ 踢：3	manual	ai_cache	ai_cache_20260618
Cant even be mad	根本没生气	manual	ai_cache	ai_cache_20260618
Ur a nice man	你是个好人	manual	ai_cache	ai_cache_20260618
Buy burnt	购买烧焦的肉	manual	ai_cache	ai_cache_20260618
Wait	等等	manual	ai_cache	ai_cache_20260618
I got 100k	我有10万金币	manual	ai_cache	ai_cache_20260618
Price of Rune kiteshield (g): GE average 91,963 HA value 32,640	符文鸢盾价格 (g)：GE 平均 91,963，HA 价值 32,640	manual	ai_cache	ai_cache_20260618
Price of Rune scimitar: GE average 14,864 HA value 15,360	符文弯刀价格：GE 平均 14,864，HA 估值 15,360	manual	ai_cache	ai_cache_20260618
Drop Praty! And Givengaway Live Joyerino New Follower Get Whiip!!@@@!	扔掉普拉蒂！给个新随从，吉文加维活着，乔耶里诺，鞭子！！@@@！	manual	ai_cache	ai_cache_20260618
Sometimes i do wanna sell stuff off ge to avoid tax if its big gp but	有时候我确实想把东西卖给地精来避税，如果东西很贵的话，但	manual	ai_cache	ai_cache_20260618
Buying bond high offer	高价买债券	manual	ai_cache	ai_cache_20260618
99% of the time its somehow a scam	99% 的时候，它某种方式是个骗局	manual	ai_cache	ai_cache_20260618
Price of 25 x Sawmill coupon (oak plank): HA value 1,500 (60ea)	25张锯木厂券价格（橡木板）：HA价值1,500 (60个)	manual	ai_cache	ai_cache_20260618
Target rich environment	目标密集区域	manual	ai_cache	ai_cache_20260618
Come play game, ffggghhj09!	来玩游戏吧，ffggghj09！	manual	ai_cache	ai_cache_20260618
K1Ck@Joyerino 1500M Giveawy Dont Miss Out	K1Ck@Joyerino 1500M Giveawy 不要错过	manual	ai_cache	ai_cache_20260618
Hey, Axel Heart69!	嘿，Axel Heart69！	manual	ai_cache	ai_cache_20260618
Price of Rune scimitar: GE average 14,859 HA value 15,360	符文弯刀价格：GE 平均 14,859，HA 估值 15,360	manual	ai_cache	ai_cache_20260618
Selling runes / dart tips / bolts / cballs & more - Bulks Shop	出售符石/镖尖/弩箭/彩球等——大宗货物商店	manual	ai_cache	ai_cache_20260618
Buying 3a Pickaxe - Vantrex	购买3A镐 - 安特雷克斯	manual	ai_cache	ai_cache_20260618
Buying / Selling 3a Pickaxes - ug4	买卖3a镐 - ug4	manual	ai_cache	ai_cache_20260618
Selling Dart Tips / Runes / Feathers / Bulk Supplies @ Avoid Tax	出售飞镖尖/符石/羽毛/大宗补给品（避税）	manual	ai_cache	ai_cache_20260618
Selling 3rd age druidic robe top & bottom - Sm0key	出售第三纪元德鲁伊长袍上衣和下装——Sm0ky	manual	ai_cache	ai_cache_20260618
Sell Bulks / collections - 13ulky	出售大宗/收藏 -13ulky	manual	ai_cache	ai_cache_20260618
Buying 3rd age Pickaxe - Goonz	购买第三纪元镐 - 古兹	manual	ai_cache	ai_cache_20260618
Selling bulks & 3a axes @ kingofbulks	出售成捆的3A斧头，国王成捆处	manual	ai_cache	ai_cache_20260618
Buying all 3a items	购买全部3a物品	manual	ai_cache	ai_cache_20260618
Trading up	升级交易	manual	ai_cache	ai_cache_20260618
What u up to jdm	你在干嘛 jdm	manual	ai_cache	ai_cache_20260618
Buying 3a pick / axe / long	购买3a镐/斧头/长柄	manual	ai_cache	ai_cache_20260618
I won 607k but you can have it if you need it	我赢了607k，但如果你需要的话你可以拿走。	manual	ai_cache	ai_cache_20260618
Price of Rune kiteshield (g): GE average 94,000 HA value 32,640	符文鸢盾价格（金币）：GE 平均 94,000，HA 估值 32,640	manual	ai_cache	ai_cache_20260618
Price of Strength potion(4): GE average 90 HA value 8	力量药水 (4)：GE 平均 90 HA 价值 8	manual	ai_cache	ai_cache_20260618
Price of Rune platelegs (g): GE average 57,094 HA value 38,400	符文腿甲价格（金币）：GE 平均 57,094，HA 估值 38,400	manual	ai_cache	ai_cache_20260618
Sell 3rd age pick 11.2b - Im Your Dad	出售第三纪元镐<br>11.2b-我是你爸爸	manual	ai_cache	ai_cache_20260618
Buying druidic parts	购买德鲁伊部件	manual	ai_cache	ai_cache_20260618
